movie_id,release_year,cust_id,rating_year,rating_month,rating_day_of_week,rating
12195,1988,2204098,2003,3,0,5
4661,1999,132384,2004,2,0,5
11548,1988,620558,2005,5,3,4
12299,2001,296024,2003,11,1,3
6235,2002,2256653,2004,6,5,4
16532,1982,1160102,2005,4,0,4
10359,1999,913661,2002,10,2,5
10451,1971,1565425,2004,1,5,5
5309,1997,333636,2004,3,0,5
4847,1989,462353,2005,2,3,5
1175,1984,460446,2004,8,2,4
17398,2004,349501,2005,8,1,3
17621,1997,1238155,2005,4,3,4
3650,1983,485249,2004,10,0,4
12605,1978,1544153,2004,4,1,4
10123,1996,511272,2004,11,1,3
3320,2002,2264253,2003,4,5,3
5926,1999,2071532,2003,3,6,4
17513,1999,1816577,2004,10,4,4
6797,1985,245508,2004,12,2,3
11507,2001,864049,2004,9,1,5
9695,1998,2130558,2004,9,0,5
3962,2003,432633,2004,7,3,4
16082,2004,651129,2004,8,3,4
14476,2004,632981,2004,8,3,3
9613,1999,2497205,2005,1,2,4
6464,2002,1091049,2005,7,5,3
9818,1997,937483,2003,4,3,4
14648,2003,415138,2005,5,1,5
4652,1995,891670,2005,3,0,2
10779,1983,2645984,2004,9,5,3
17223,1984,86394,2005,8,2,4
14378,1961,491531,2004,12,4,5
2342,2004,1342537,2005,3,2,5
3962,2003,831654,2004,4,5,5
571,1999,910380,2003,1,4,3
16008,1984,1184071,2005,3,1,4
798,1975,2506009,2005,8,4,4
14042,2001,506179,2005,9,1,3
16063,1989,593893,2004,12,3,4
77,1995,933096,2004,6,3,3
6633,2003,804666,2005,8,3,3
2782,1995,517441,2003,1,2,5
15953,1989,2277758,2004,1,6,4
14970,1995,2490948,2004,12,1,3
5836,2004,1338835,2004,7,4,4
10042,1981,1926221,2004,7,3,4
3624,2003,806991,2005,7,1,5
10287,2001,1264906,2005,3,3,5
6482,1984,1982181,2004,8,4,3
15563,2003,2035597,2004,9,0,4
3966,2004,2475540,2005,4,0,5
10421,2003,1267055,2004,10,5,4
13100,1989,2123920,2005,9,3,5
9903,1993,2535249,2004,3,3,4
10734,1987,2273651,2004,3,1,5
17259,1991,928825,2005,7,3,2
9426,1986,2445689,2001,7,0,5
10947,2004,537031,2005,7,0,4
5895,2001,1121521,2001,12,5,3
7624,1986,585651,2005,6,3,3
5862,2000,892044,2003,5,4,4
11490,1992,770469,2004,9,2,3
17088,2000,201485,2004,9,4,4
5941,2001,58708,2004,4,2,3
10848,1992,1181558,2004,5,3,4
14484,1988,459892,2004,8,4,5
11139,1992,1004200,2005,3,6,3
15765,1982,768270,2004,4,3,3
17526,1959,2204282,2004,9,1,5
2171,2003,2134062,2004,11,1,3
6196,1984,596148,2004,3,3,5
15529,1997,527953,2003,12,0,3
8116,2002,1501180,2004,3,3,4
468,2003,2122927,2005,3,2,3
11775,2003,285981,2004,3,3,2
2862,1991,2557053,2005,7,5,5
7624,1986,455149,2004,9,0,3
12546,1990,798653,2002,5,4,4
3825,2002,1600623,2002,11,1,4
17088,2000,472167,2005,8,3,3
15788,2003,2374186,2005,4,0,3
2862,1991,1990047,2005,2,6,5
774,2003,48142,2005,3,2,5
7670,1974,2605214,2004,6,2,3
11337,1999,1403514,2003,12,1,5
11279,2000,2320177,2004,1,3,3
7534,1987,1316700,2005,5,0,3
5050,1953,1927322,2005,12,1,5
15671,1987,2333889,2005,1,5,2
5318,1995,1455726,2005,2,1,3
30,2003,1220482,2004,4,0,5
5651,1992,927849,2005,2,6,3
7786,2003,650861,2005,1,3,5
2217,2001,1074745,2004,2,3,3
16604,1992,849916,2004,12,6,5
494,1983,1995151,2005,9,0,4
13582,1999,1937532,2004,6,4,3
13582,1999,2402716,2005,8,1,4
5775,1992,583056,2004,9,1,5
17631,1964,719022,2004,6,4,2
2284,1985,2363390,2005,7,4,3
14312,1993,102834,2004,10,4,4
16384,1993,884183,2005,6,4,4
7885,2002,691229,2005,4,0,5
15205,2004,1266534,2004,11,3,4
7745,1995,120820,2000,1,4,5
10214,1997,1952860,2004,11,0,5
4682,2002,2110928,2005,4,5,3
2380,1991,2163539,2005,11,6,4
3612,1988,151136,2005,9,4,4
12974,1993,188613,2002,9,4,3
7249,2004,675957,2005,4,1,1
15856,1949,2159060,2004,3,0,3
3433,1992,1342007,2004,6,1,4
4306,1999,1270056,2002,5,3,4
8388,1984,259431,2005,3,6,2
9049,1997,1667949,2005,1,2,1
9756,2002,1987785,2005,4,0,4
6287,1990,960983,2004,2,3,5
13081,2004,40121,2005,1,4,3
14890,2004,1059589,2005,8,1,4
3254,2003,1685178,2004,1,5,3
12966,2004,1501889,2005,7,1,1
4977,1988,1898008,2005,10,0,2
5293,1992,1727554,2005,7,0,5
3879,1995,838916,2004,6,1,5
1202,1983,1556691,2005,8,4,5
8982,2003,400098,2003,5,4,3
2200,2002,2342376,2005,5,1,3
3320,2002,1301933,2004,11,6,4
1144,1991,2343590,2004,2,4,4
12738,1996,507094,2005,6,0,3
17328,2002,2644423,2005,12,5,3
16178,1966,1872148,2005,6,1,1
16380,2004,132163,2005,12,0,3
13651,1997,2166492,2005,8,5,4
6268,1998,436984,2005,9,0,2
12052,1996,134972,2004,1,1,4
4884,1942,2531722,2005,4,2,5
17586,1992,11043,2004,10,3,3
6134,2004,111151,2005,2,5,4
17,2005,126934,2005,9,0,4
13050,2002,784369,2005,9,1,4
17131,1997,562340,2005,4,5,4
1743,1979,91803,2005,5,0,4
3962,2003,2638632,2004,11,3,5
2586,2000,1108304,2003,6,0,2
15861,2001,1026291,2005,4,2,5
13963,1989,403915,2005,5,6,2
12896,1994,1656752,2005,5,1,5
14427,1985,1771818,2004,1,2,4
11837,1987,564341,2005,8,2,1
1046,2003,797930,2005,7,0,3
432,1996,340200,2005,10,1,5
7566,1985,2372141,2001,7,3,2
5522,2004,500066,2005,6,0,3
6687,1999,675507,2003,8,2,4
15260,2001,112166,2005,2,4,2
5169,1992,306338,2005,11,1,4
2661,1989,2299051,2002,7,1,4
6350,1998,614071,2004,8,0,4
13388,1960,2482518,2004,2,3,4
8055,1972,1665641,2005,8,2,4
15424,1989,2459614,2005,2,5,4
5589,2002,581235,2005,6,3,3
15124,1996,920055,2005,7,0,4
15815,2002,1112826,2002,11,4,3
13302,1974,1589470,2005,8,0,1
758,2004,623920,2004,10,5,4
16954,1989,1028846,2005,6,5,4
3078,1994,653682,2004,8,5,3
12052,1996,1725003,2005,3,5,3
11323,2003,2630040,2004,10,2,2
16377,1999,1736157,2005,1,4,5
12582,2003,677851,2005,10,3,3
12966,2004,2343409,2005,7,2,3
3798,1973,1682644,2004,10,2,4
10361,1960,358268,2005,12,3,3
6804,1977,1050714,2005,3,5,3
9617,1998,751955,2005,10,6,4
7590,1987,2640264,2004,7,2,4
5226,1998,830568,2005,6,2,5
16596,1961,483829,2005,10,3,5
7617,1987,1015684,2005,1,1,4
6386,1992,2126264,2005,9,1,3
1046,2003,1563534,2004,10,6,1
8393,2004,1830527,2005,10,2,4
3463,1999,1044060,2005,9,5,4
2551,1999,661383,2004,12,0,5
15336,1994,24705,2005,3,1,3
8123,2002,2372638,2005,6,1,1
3879,1995,1430314,2005,11,1,5
6931,2003,652518,2004,3,0,4
12918,1997,1765040,2004,12,4,4
11903,1950,1173289,2003,9,1,3
6846,1991,869335,2005,9,2,5
12661,1987,2378393,2005,7,3,3
11152,1998,128026,2005,5,1,5
4407,1993,132284,2005,7,6,4
10372,1950,629753,2005,1,3,4
8376,2000,1039433,2005,8,5,3
1314,1990,306550,2005,8,3,5
3624,2003,2205506,2004,7,6,4
6027,2002,1905487,2003,8,4,3
17692,2002,146576,2005,3,0,1
4432,2003,242271,2005,2,6,4
3106,1990,1671085,2005,6,0,3
10359,1999,2097766,2004,11,1,2
17088,2000,78313,2005,9,1,5
15893,1981,382817,2005,11,6,4
17682,1998,1042368,2004,4,3,4
7779,1988,809943,2005,6,6,4
9548,1976,1149181,2005,5,3,4
4883,1992,1389127,2004,10,2,3
14185,1964,2605634,2005,4,6,4
7436,1963,952582,2004,10,0,5
5169,1992,2269603,2005,7,0,5
8295,2003,684648,2005,10,5,4
1180,2001,1324220,2005,10,5,5
3090,1985,2531893,2005,3,3,5
8171,1995,90332,2005,11,1,4
7607,2004,548363,2004,9,5,4
13763,1996,1567737,2005,11,4,2
5391,1999,2479752,2002,12,4,4
5814,2002,163127,2005,10,3,3
10947,2004,814419,2005,4,2,5
733,1988,2114250,2005,6,2,4
3860,2003,1044575,2004,8,0,4
2794,1957,1476266,2003,4,2,4
2254,2003,662412,2004,2,2,1
15997,1954,2240464,2005,8,5,4
2290,1992,2136480,2005,1,4,4
15070,1999,2639096,2005,6,3,5
13602,1982,688962,2004,6,6,5
5895,2001,1158198,2002,8,6,4
10168,2003,1686741,2005,7,3,5
3610,1992,720833,2005,8,6,5
13865,1998,2338545,2001,8,4,4
825,1983,1926139,2005,11,3,5
13302,1974,1794917,2004,6,4,5
6037,2002,416557,2005,3,1,5
10550,2003,1471163,2005,11,1,2
17157,1998,1713632,2005,5,3,3
11482,1972,310027,2005,8,2,4
2617,2002,163578,2005,1,3,3
3715,1985,999088,2004,12,3,1
12155,2004,2278297,2004,12,5,4
9886,1999,2622997,2005,7,2,4
5327,2005,1445844,2005,11,4,3
16415,1996,2618739,2004,4,2,4
16930,2002,2604897,2003,4,2,4
10550,2003,1673515,2004,12,4,4
7635,2004,75155,2005,3,3,2
422,1964,2072866,2005,1,1,3
16063,1989,1909685,2005,8,0,2
6692,1999,2098215,2005,6,4,3
15124,1996,391097,2005,4,3,1
5472,1987,706845,2004,7,1,1
7624,1986,1091018,2004,10,0,3
16075,1993,848978,2004,6,2,4
4951,2003,1967065,2004,2,1,4
5071,2005,1547563,2005,10,2,2
14498,1973,609764,2004,4,6,2
4393,1994,2222089,2001,4,1,1
12246,1955,315100,2005,7,3,4
8644,2002,913029,2004,4,1,5
14103,2004,361149,2005,2,2,3
12676,1982,474700,2003,7,1,4
1138,2003,1860339,2004,4,0,1
16236,2000,550128,2004,10,0,4
8687,2002,1875487,2005,6,3,4
3858,2001,2417581,2004,1,1,3
3434,2002,503235,2004,8,2,3
185,1985,1319658,2004,1,5,2
3138,2004,2027266,2005,5,1,5
6032,1985,2544124,2003,8,2,1
16465,1998,1406565,2005,9,0,3
16139,1991,550309,2003,8,1,3
7014,1994,1630381,2005,8,4,5
17741,2004,1574264,2005,6,6,4
15689,1994,1543714,2005,6,3,3
3002,1981,2576843,2005,4,0,5
2178,1998,2455,2004,6,1,3
7852,2003,2508315,2004,4,4,2
3478,1993,16074,2005,8,2,4
5727,1984,599147,2005,9,0,4
4661,1999,1537581,2005,10,2,3
7854,2001,743636,2003,7,4,2
16698,1986,1810312,2005,10,5,4
12206,1994,2515551,2005,12,0,5
13916,2003,1047690,2005,7,3,3
1734,2003,2416772,2005,2,5,3
16272,2000,1976615,2003,3,2,4
11775,2003,2421852,2004,6,4,4
10042,1981,606424,2004,6,4,4
8846,1999,2322463,2003,8,0,4
1102,2001,1772633,2005,6,2,4
6874,2003,2555054,2005,8,3,4
8915,1991,694570,2005,11,6,4
11218,1995,2278221,2005,10,4,5
8596,1995,1294842,2005,4,5,4
1180,2001,1882092,2004,8,4,4
15205,2004,2576384,2005,6,3,3
8627,1982,737385,2005,3,2,4
12759,1997,1261893,2005,7,4,5
6555,2002,360872,2004,11,3,4
4745,2003,2141626,2004,1,1,3
17687,1997,129320,2005,2,1,5
676,1998,1088920,2005,7,4,3
6971,1986,1693441,2000,9,5,3
14131,2003,583397,2004,5,6,2
12161,2003,950527,2004,7,4,3
6099,1979,896902,2005,4,2,3
14552,1999,2368314,2004,5,1,4
7281,2001,635118,2005,3,5,4
17149,2003,2403486,2005,7,2,2
4747,1996,1150016,2005,1,3,2
2122,1999,35206,2005,5,1,4
742,2002,387907,2004,2,6,5
1642,1995,1256107,2005,9,1,4
11089,2001,1104546,2005,7,4,5
7971,2001,1169249,2005,8,2,3
4996,2000,415273,2004,7,1,3
3725,1988,335399,2005,10,0,5
13350,1971,1757577,2005,7,6,2
6243,1994,852502,2004,9,1,3
13102,2000,584403,2005,7,4,3
10550,2003,1824675,2005,8,2,3
2167,1996,224582,2005,2,1,5
6274,1990,2197296,2003,8,1,3
5472,1987,294868,2005,2,6,5
16384,1993,1098468,2004,11,3,4
6748,1998,1017411,2005,9,2,3
12186,1971,412018,2005,10,3,1
6994,2000,1114183,2005,4,3,3
807,1959,197102,2004,5,0,3
10711,1997,1877143,2004,8,3,3
16265,1977,2587953,2005,2,0,4
6350,1998,468602,2005,2,2,3
1123,1993,1608757,2005,6,5,4
14734,1996,1080272,2005,9,4,4
1625,1986,474106,2005,1,3,5
3151,2004,1922281,2005,8,0,5
4123,1998,585747,2004,5,3,3
4284,1954,1796213,2005,3,1,4
9746,2001,1834998,2005,9,2,5
14410,2002,2022007,2005,5,2,5
9205,1989,444925,2005,8,2,4
2128,1993,2165495,2004,10,6,4
9764,1986,1625845,2002,3,5,4
6599,1985,2491226,2005,12,1,3
5937,1993,1397082,2004,8,1,3
7330,1984,740329,2001,6,1,4
4587,1999,181323,2003,3,6,5
1066,1978,1157467,2005,2,1,4
2290,1992,2140799,2005,8,4,5
9415,2005,543280,2005,6,2,3
8852,1999,432534,2005,12,2,4
14240,2003,2604867,2004,6,3,5
4366,2000,294265,2005,9,4,5
8782,2001,1029916,2003,6,0,2
1962,2004,760596,2005,1,6,4
1585,2001,1972150,2005,9,5,3
5544,1989,16074,2005,6,3,4
3936,1999,2566204,2005,4,1,3
7990,2003,1168848,2005,3,0,1
3858,2001,1151443,2001,8,1,1
14999,2003,1536156,2004,7,3,3
6702,1987,1616707,2005,4,1,3
985,1999,512541,2000,8,5,5
8552,1983,1580159,2005,2,2,4
12690,2002,776810,2005,1,6,4
17627,2001,889687,2005,2,4,4
8317,1997,918445,2004,7,2,4
10255,1957,1952473,2003,7,3,5
17526,1959,2388118,2004,10,2,5
1479,2002,2099739,2005,1,5,5
6797,1985,1546472,2005,7,4,4
10344,1986,1900891,2005,9,6,3
6482,1984,1905684,2004,7,2,3
4012,1999,181857,2002,5,5,4
16452,2000,938804,2005,8,4,1
9471,2004,2576448,2004,8,0,3
13629,1951,1995052,2004,5,1,5
7219,1987,185497,2005,7,3,5
14103,2004,1694015,2005,10,6,4
3938,2004,408261,2004,12,2,5
4043,2002,2361118,2004,1,1,3
2389,1992,2017464,2004,11,1,4
312,2000,1275262,2001,10,0,3
17357,1984,39375,2003,10,6,2
1357,2003,230842,2005,8,1,5
4972,2003,2231225,2005,7,3,4
14453,2003,2533524,2004,3,6,4
11954,1999,828236,2004,10,2,4
12034,1980,1282983,2005,10,6,4
4227,1997,267594,2003,6,6,3
241,1959,959962,2005,6,0,5
13658,1993,2142016,2005,2,2,2
12732,2004,694632,2004,8,0,5
2580,2003,1848048,2005,3,5,3
10808,1979,1037245,2005,5,4,4
2470,1992,1066003,2005,2,0,4
3128,1984,1292617,2004,10,4,4
818,1976,1015872,2005,12,5,4
2372,2004,2095637,2005,5,4,4
1046,2003,253758,2004,5,0,3
10379,2001,2375581,2003,3,1,3
7239,1968,1559187,2005,12,4,5
14240,2003,1501283,2004,6,4,5
14240,2003,803336,2004,6,3,5
1157,1997,1494162,2005,2,3,3
528,2005,260893,2005,12,3,3
528,2005,2322287,2005,10,1,3
6994,2000,495800,2003,7,2,5
16668,1992,586729,2004,3,4,4
4306,1999,2161489,2004,10,6,5
17174,2004,1957215,2005,2,4,5
1837,1987,1969251,2004,8,1,5
12262,1965,260272,2005,11,2,4
1542,1993,2468405,2004,10,5,2
1435,2001,2099609,2005,6,2,5
14909,1998,597320,2002,8,3,2
9592,1998,2195747,2004,2,4,4
5686,1993,1643961,2003,9,2,3
12672,2001,2099076,2005,1,5,3
7259,2005,1577210,2005,10,0,2
5401,2004,359321,2005,2,4,3
8666,1940,779653,2004,8,3,5
5293,1992,1426472,2004,4,3,4
9471,2004,2288360,2005,9,6,5
11025,1982,1129880,2005,10,2,2
4628,1996,551096,2005,3,3,4
6931,2003,1914940,2005,6,0,3
13886,2002,1682531,2005,5,2,4
2574,2002,1146375,2004,2,5,4
6690,2001,942790,2004,11,1,4
1833,2003,1543787,2004,2,6,2
11174,1996,1180532,2004,8,0,5
15994,1981,1653637,2005,4,0,4
357,2003,72616,2005,1,5,3
4898,1961,679846,2004,10,4,4
16169,1999,1978173,2004,1,4,2
17293,2005,490147,2005,9,1,2
13402,2002,452468,2003,3,1,4
1798,1987,190251,2005,6,3,5
1865,2004,1109883,2005,3,4,5
5317,2000,1541008,2005,8,2,3
4012,1999,1490970,2003,8,5,3
12128,1994,70476,2002,7,1,3
7590,1987,712405,2004,1,6,5
7521,2000,995929,2005,1,2,4
3860,2003,1900101,2004,8,0,2
16703,2003,760923,2004,2,0,5
16636,1985,1561126,2004,8,2,5
3917,2004,1797811,2005,5,5,3
8014,2002,1814753,2005,12,4,3
9112,1999,105737,2005,1,0,5
8980,1950,11875,2005,9,0,5
4302,1982,213845,2002,1,0,4
9331,1999,2037839,2005,9,1,1
3917,2004,2245428,2005,5,1,5
15956,1991,1185299,2005,11,1,3
6287,1990,2399246,2005,3,5,5
16499,1961,719002,2005,12,3,5
12084,2002,1136707,2005,8,3,4
10627,1978,1066926,2005,9,4,5
2199,1991,1808585,2004,1,3,5
13874,2003,242681,2005,9,4,5
10451,1971,1322931,2004,7,2,3
12732,2004,2211871,2004,8,2,4
1220,2004,221818,2005,4,2,4
14109,1990,986346,2004,3,3,4
8633,1991,165068,2005,11,2,2
11639,1999,214191,2002,6,2,4
1962,2004,1054751,2005,4,4,5
4670,1999,712575,2003,9,4,1
3713,2004,1310250,2005,10,1,4
152,1995,70950,2004,6,6,4
17053,2000,2205259,2002,6,2,4
6373,1956,2281769,2003,11,0,4
2443,1992,2263748,2004,11,4,3
11265,2001,627445,2002,11,1,3
8159,1977,1867320,2005,10,3,4
14574,1998,2600294,2001,10,4,3
17354,2004,2040859,2004,11,1,1
16128,1994,84021,2005,9,0,4
8295,2003,1315285,2004,12,0,4
17580,2004,721603,2005,2,1,2
5571,1976,1444748,2005,4,4,4
3446,2002,1411238,2005,1,4,5
15755,1988,48923,2004,4,6,4
9240,1990,388514,2004,6,3,3
2866,1999,1546706,2003,10,3,2
8826,1996,1516693,2004,4,3,4
7397,1993,1578405,2005,1,0,4
15471,2003,1706908,2003,12,2,3
16113,2005,1846010,2005,7,6,3
14550,1994,2551349,2005,10,3,5
14829,2004,604229,2005,9,4,5
14507,1999,2234535,2004,7,6,2
1962,2004,2299570,2005,11,1,4
15048,1991,1084694,2005,6,6,1
6807,1963,2371929,2003,1,5,3
15758,1984,1842429,2005,3,0,4
8334,1997,721809,2004,12,4,3
17088,2000,1796497,2004,2,3,4
9442,2004,516926,2005,2,1,4
3212,1996,261926,2005,3,0,2
2922,1989,2096942,2004,5,4,1
13418,1989,2169144,2005,12,3,1
3368,2000,590633,2003,11,1,3
2960,2004,352373,2004,11,1,2
7970,1947,751762,2005,7,6,5
13795,1997,2532110,2005,5,1,4
16390,2002,2388498,2005,2,3,3
4951,2003,2547083,2004,4,3,3
1905,2003,2604339,2005,2,4,3
10358,2004,586966,2005,9,3,2
6596,2004,2195701,2005,7,6,3
13097,2003,765090,2005,3,1,2
3446,2002,817987,2004,2,2,5
7513,2003,245138,2005,7,4,2
11443,2002,1351603,2005,1,2,4
8086,2001,2275465,2003,1,1,3
8386,2002,469152,2004,9,0,3
2220,1996,1756796,2005,8,2,3
14737,2002,1630703,2003,4,6,5
6508,2002,975906,2005,4,1,4
5788,1996,1791001,2003,4,4,4
7624,1986,1975798,2005,7,4,5
2186,1995,1514238,2005,8,4,4
15107,2001,295187,2005,6,5,5
14890,2004,566383,2005,11,1,3
1145,2001,947561,2005,6,4,2
16954,1989,930515,2005,6,3,5
7344,2003,302111,2003,10,0,3
10080,2001,2439493,2004,7,4,1
401,1989,2061879,2005,5,1,5
2174,1996,1085879,2005,2,1,4
3151,2004,112185,2005,2,2,4
9044,2002,1459222,2004,10,4,5
1073,2005,1006406,2005,9,4,5
15818,1998,522924,2005,7,5,3
11040,2003,2357351,2005,7,1,5
4581,2000,1036336,2004,6,3,4
13767,1983,917559,2004,1,4,4
8782,2001,167881,2005,10,1,4
10832,1960,501284,2005,8,1,4
9188,1988,1000084,2004,11,1,3
4670,1999,1804322,2005,12,3,1
15339,1999,2502145,2005,4,4,3
13391,1994,654806,2005,11,1,4
9592,1998,2097976,2004,9,1,3
9800,2001,2091892,2003,2,3,3
12317,1996,2369613,2004,4,4,5
6001,1992,324326,2004,1,6,3
13052,1993,1691661,2003,10,1,4
11812,2004,1100043,2005,12,5,5
11765,2003,1456333,2004,1,3,2
4087,2002,815709,2005,1,2,1
16377,1999,497260,2005,9,5,5
14999,2003,1283460,2005,3,4,4
3254,2003,327336,2003,12,4,3
4727,1979,653482,2004,11,5,5
13091,1993,538574,2005,6,4,4
8846,1999,1915605,2005,11,2,3
11173,2003,922459,2004,7,6,4
8754,1997,1585165,2004,4,4,3
16438,1998,2602521,2003,10,2,4
3282,2004,754617,2005,11,6,4
12074,1965,2320361,2005,6,0,2
6631,2005,37126,2005,9,6,2
17328,2002,1881298,2004,5,3,4
15531,1996,1161581,2002,1,6,3
15531,1996,2642523,2004,11,3,4
16668,1992,1289457,2005,5,4,4
13115,2004,1484075,2005,2,0,3
15588,1998,1521106,2004,9,5,4
12084,2002,479397,2003,12,1,3
16147,1999,1789338,2004,4,2,4
6099,1979,1163016,2000,8,4,5
2800,2001,763984,2003,10,4,5
17358,2002,1009033,2005,7,4,5
14240,2003,2621763,2005,4,2,5
9694,2003,276460,2004,5,5,4
12577,1962,938931,2002,6,4,2
2400,1992,1934019,2004,1,3,4
15393,1999,2252405,2004,1,5,5
7240,1987,567875,2003,9,0,1
16384,1993,2252405,2004,1,3,5
8644,2002,424851,2004,4,0,4
7767,2000,387157,2004,11,5,3
9049,1997,2325822,2005,5,3,3
9682,1979,1416532,2002,11,0,2
9189,1995,473399,2003,5,1,4
10042,1981,43378,2004,6,2,4
12918,1997,953928,2004,10,0,4
1298,2000,2107887,2005,1,3,5
6692,1999,1085779,2002,1,4,2
15818,1998,2455173,2003,8,1,3
7780,2004,2401140,2005,8,5,4
6205,1983,931982,2004,1,5,5
10734,1987,658094,2003,3,0,4
3106,1990,1315776,2004,2,5,3
2862,1991,2440639,2005,1,2,5
9144,1974,2644115,2005,10,6,5
1394,1999,2152447,2005,2,1,2
5997,1988,2326306,2003,10,6,3
8016,1999,1846074,2005,9,3,3
8107,1987,749352,2005,4,2,4
8884,2002,1158076,2003,5,3,3
483,2001,1701982,2004,10,4,3
6497,2002,2159702,2002,10,6,4
10918,1987,2583029,2004,7,0,3
8467,1996,1842392,2004,5,5,5
12034,1980,1374773,2005,6,0,5
6692,1999,1382145,2005,8,0,3
13195,1997,548743,2005,3,0,1
16606,1996,1003478,2005,4,3,4
12092,1997,1444777,2004,4,6,3
6350,1998,705330,2003,12,3,3
2851,1993,348363,2003,11,4,4
10835,1999,1261819,2005,7,4,5
4432,2003,119838,2004,3,2,4
15156,1993,895647,2004,8,3,3
13723,2001,1565082,2004,3,5,4
5639,1943,1312066,2003,12,1,4
8540,1975,2291268,2002,6,2,4
13636,1982,1777474,2005,6,4,4
3582,1941,2432340,2004,9,3,4
11875,2000,2004105,2004,7,5,3
5055,1998,1262489,2005,6,5,4
7571,1998,1217133,2004,6,3,3
17491,2002,1106230,2005,4,6,3
1518,1995,1496219,2005,9,1,3
1865,2004,737472,2004,10,5,3
7032,2002,560599,2004,11,0,3
299,2001,943272,2005,3,3,4
16139,1991,1152159,2005,8,5,3
6030,2001,1342430,2005,9,3,4
2580,2003,2351590,2004,2,3,4
16242,1997,83599,2004,6,2,4
4904,1993,481168,2004,7,2,5
8782,2001,244538,2003,11,1,4
14748,2000,542657,2004,3,1,3
9188,1988,1881473,2005,4,3,4
17330,2004,196733,2004,11,0,4
7617,1987,2636883,2005,7,0,3
7230,2001,1394108,2005,5,0,5
11909,1988,1839424,2004,9,6,4
2310,1943,211205,2005,10,3,4
13728,2000,1291633,2005,8,4,4
14039,1963,2596078,2005,5,1,3
6206,2002,566913,2004,6,2,4
5614,2000,743933,2003,12,5,4
15773,2003,1841056,2005,11,6,4
10928,1994,2513362,2005,6,0,4
9524,1999,790183,2002,6,1,3
15124,1996,1145577,2005,1,2,4
16128,1994,2318617,2005,8,5,5
12243,1999,290754,2003,9,1,5
14618,1998,790261,2004,12,0,3
11525,1996,1100816,2005,2,2,4
2612,2001,301883,2004,9,3,3
13841,2001,1924568,2004,2,1,3
4432,2003,1495988,2005,7,3,3
17335,1927,141506,2004,12,0,4
8171,1995,296229,2005,6,0,3
12470,1996,2538924,2005,11,3,4
8596,1995,1684977,2002,8,5,4
6099,1979,2174222,2005,8,2,5
5363,2001,1156203,2003,5,5,3
12546,1990,619287,2004,9,4,3
2862,1991,57086,2004,5,1,4
3312,2001,1530968,2002,5,3,2
2499,2001,1610420,2003,6,1,4
13217,1983,955719,2003,7,3,1
3282,2004,1306401,2005,10,3,2
7240,1987,317743,2005,3,2,5
15894,1998,2157854,2003,5,3,4
5293,1992,224149,2004,5,0,4
11153,1977,2023244,2005,10,2,3
9279,2001,178746,2003,8,4,3
334,2005,2243979,2005,9,3,5
7364,1989,1261686,2005,9,6,4
10921,2003,777267,2005,6,4,3
12034,1980,1341028,2004,6,4,3
5258,1990,2058629,2005,9,5,5
17174,2004,2550380,2005,6,2,5
886,2004,1192999,2005,2,0,4
11607,2005,2125642,2005,9,4,4
12015,1992,255651,2005,12,1,3
13129,1998,1368476,2005,9,1,5
5181,2003,203977,2005,6,2,3
2085,1980,635056,2005,9,1,3
6030,2001,2447067,2005,8,6,5
10241,2000,2033635,2003,12,3,2
9756,2002,1365245,2004,10,6,3
10739,1998,1543497,2005,9,2,2
15200,1995,2388645,2005,4,5,3
17681,2000,358544,2004,7,0,4
3333,2004,1309119,2005,5,1,4
17156,1957,777037,2003,11,0,2
6206,2002,462482,2004,4,1,3
11781,1984,1972747,2005,6,0,5
10928,1994,1578952,2005,7,2,5
3730,1998,2419510,2004,10,5,4
1832,1968,1336129,2003,6,0,4
7980,1998,730628,2005,9,3,3
14827,1999,974242,2005,4,2,4
14155,1946,218097,2005,8,1,5
3825,2002,497377,2003,7,1,3
17441,1982,1066481,2004,8,4,2
2470,1992,1454756,2004,12,2,4
16912,2000,1376718,2004,12,3,3
10041,1982,392651,2005,8,5,3
2574,2002,749158,2004,10,4,2
3938,2004,2121866,2004,12,4,5
16913,1995,1736997,2005,1,5,3
7539,1991,1244740,2005,11,0,5
3513,1963,2233293,2003,6,2,4
9298,1996,929407,2003,5,2,2
16711,2003,1315115,2005,6,2,5
16082,2004,895069,2004,8,2,3
14484,1988,891527,2003,1,4,3
6408,1987,1220571,2004,10,1,3
8301,2003,930415,2004,9,1,5
5582,1980,1369908,2004,11,0,4
4469,2002,1341477,2004,6,4,1
3071,1973,13528,2005,3,1,3
6556,1996,258675,2004,11,1,3
15381,1999,1170871,2005,4,2,4
17307,2003,23074,2005,6,1,1
13342,2003,1383564,2004,3,1,3
2767,1944,1350230,2004,12,4,5
2000,1994,1294396,2004,12,4,4
14218,1990,2190913,2005,5,1,5
11089,2001,2245131,2005,2,0,4
4123,1998,1439700,2002,2,2,2
16522,2004,1885493,2005,5,1,3
5085,2003,2261809,2004,8,4,5
10773,2004,566927,2005,11,6,4
7517,1995,2506455,2004,12,0,4
658,1991,1401369,2004,11,1,5
7193,1987,2023215,2004,4,6,4
5712,1999,696309,2005,3,3,1
3197,2004,420587,2005,1,3,3
16438,1998,1065687,2005,1,2,3
5169,1992,555623,2005,1,3,4
15901,1987,1398761,2005,10,2,4
